GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11719934,12182858,12301343,12975769,13242691,12978415,12677399,12988646,12325029,13608904,14000917,13410721,13765265,13696643,12415200,12753352,12788776,13156258,13319467,12314126
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.392,90.844,91.728,96.757,98.747,96.776,94.532,96.853,91.904,101.478,104.401,100.000,102.644,102.132,92.577,95.098,95.362,98.103,99.320,91.823
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8383454,8922073,9225659,10083773,10806505,11095689,11210419,11813514,11480295,12979295,13776828,13410721,13853633,13975147,12869517,13313634,13732511,14537707,15048726,14202288
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",27360483,28596266,30201165,30828274,33064927,39865348,42494956,43637065,40077220,43526190,44099638,44461201,45115903,44320767,43549403,43212750,43132097,45040764,46996068,47254217
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",61.538,64.317,67.927,69.337,74.368,89.663,95.578,98.146,90.140,97.897,99.187,100.000,101.473,99.684,97.949,97.192,97.011,101.304,105.701,106.282
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",24023913,25335804,26987075,27894465,30488211,37075230,39446340,40542178,38239015,41455027,42893180,44461201,46037953,46146606,46469912,46718048,47365752,50402959,53611450,55041853
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4635312,4813413,4914213,5378735,5768978,6071658,6428845,6479413,6260544,6334899,6251128,6122063,6146535,6194292,6418940,6483836,6813003,6613226,6805911,6513320
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.715,78.624,80.271,87.858,94.233,99.177,105.011,105.837,102.262,103.477,102.108,100.000,100.400,101.180,104.849,105.909,111.286,108.023,111.170,106.391
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3498001,3719136,3870923,4346785,4810188,5230831,5697077,5927761,5943441,6039374,6089839,6122063,6276847,6466192,6911511,7127925,7645101,7604065,8000539,7771702
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5296364,5540994,5805594,6125080,6564852,6658968,6836395,6697853,6664928,7009400,7198125,7450315,7425640,8006137,8175988,8091414,8152500,8396313,8618601,8346661
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.089,74.373,77.924,82.212,88.115,89.378,91.760,89.900,89.458,94.082,96.615,100.000,99.669,107.460,109.740,108.605,109.425,112.697,115.681,112.031
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4385300,4655966,4929798,5319785,5796989,5980650,6284779,6232350,6373329,6738898,7034959,7450315,7578029,8291061,8643257,8649628,8797646,9222217,9658901,9582473
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5055707,6085250,5656713,5429442,5902836,6314043,6082750,7093442,6844284,6782574,7039372,6640258,7020557,7436925,8042675,8170398,8155429,8102824,8471316,8273072
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.137,91.642,85.188,81.766,88.895,95.087,91.604,106.825,103.073,102.143,106.011,100.000,105.727,111.998,121.120,123.043,122.818,122.026,127.575,124.590
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3732421,4471455,4342706,4401007,4782342,5234473,5443080,6453335,6039418,6211488,6905725,6640258,7207886,7659456,8065663,7935108,8170609,8220162,8742543,8566860
 "21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4190230,4230634,4377656,4544094,4675635,4845352,4867492,5135708,5139992,5718216,6034201,5718809,5624876,5449526,5169733,5262832,5325736,5264205,5427054,5321020
 "21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.271,73.978,76.548,79.459,81.759,84.727,85.114,89.804,89.879,99.990,105.515,100.000,98.357,95.291,90.399,92.027,93.127,92.051,94.898,93.044
 "21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3300008,3412488,3615254,3839642,4060133,4330394,4478459,4802771,4942130,5539810,5912474,5718809,5732949,5672149,5534461,5712030,5855337,5901181,6218880,6223848
 "21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7794123,8460187,9298688,9928799,10703988,11411764,11410060,9872528,7254014,9625052,9495392,9693515,10489003,11382415,12269834,13340987,14831445,14876298,14330603,14261050
 "21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.406,87.277,95.927,102.427,110.424,117.726,117.708,101.847,74.834,99.294,97.956,100.000,108.206,117.423,126.578,137.628,153.004,153.467,147.837,147.120
 "21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7294406,7917074,8708090,9325361,10031745,10553515,10626203,9133098,7165285,9363759,9171608,9693515,10715066,11862397,13410574,14744750,16379357,16374829,16009758,16108000
 "21300","Elmira, NY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3115079,3135842,3174895,3209799,3256658,3218025,3301832,3503681,3475433,3668364,3739741,3742877,3749739,3738268,3606433,3521781,3443777,3493273,3483421,3320864
 "21300","Elmira, NY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.227,83.782,84.825,85.758,87.009,85.977,88.216,93.609,92.855,98.009,99.916,100.000,100.183,99.877,96.355,94.093,92.009,93.331,93.068,88.725
 "21300","Elmira, NY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2518954,2576769,2646683,2732053,2853658,2902651,3060441,3308855,3321244,3549656,3670587,3742877,3842658,3908940,3806590,3771738,3748603,3887983,3970442,3869163
 "21340","El Paso, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20083953,20931062,20948277,22207329,22704077,23345153,23758474,23101727,23452507,25309049,26559128,27326272,26972529,26504641,26850826,27152103,27827883,28673299,29985327,29723131
 "21340","El Paso, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.497,76.597,76.660,81.267,83.085,85.431,86.944,84.540,85.824,92.618,97.193,100.000,98.705,96.993,98.260,99.363,101.836,104.929,109.731,108.771
 "21340","El Paso, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15251533,16188811,16544990,18029675,19238355,20524168,21563707,21312398,22156963,24217190,25967866,27326272,27383788,27429198,28393110,28927098,30158631,31956710,34008568,34114414
 "21420","Enid, OK (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1979840,2019895,2112132,2183431,2268228,2373007,2535380,2783503,2869651,2963509,3043762,3512338,3621589,4241559,4258683,4600186,3214414,3188891,3154279,2995193
 "21420","Enid, OK (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",56.368,57.509,60.135,62.165,64.579,67.562,72.185,79.249,81.702,84.374,86.659,100.000,103.111,120.762,121.249,130.972,91.518,90.791,89.806,85.276
 "21420","Enid, OK (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1444492,1490252,1640685,1777181,1955143,2105115,2356723,2818104,2544125,2833401,3076378,3512338,3732642,4371072,3433427,3570773,2649990,2696225,2704384,2586642
 "21500","Erie, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10408728,10318318,10411387,10733886,11214346,11409598,11778808,12326600,11238946,11497121,12003959,11686952,11761650,11151399,11143499,10807141,10520368,10628198,10774020,10149365
 "21500","Erie, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.063,88.289,89.086,91.845,95.956,97.627,100.786,105.473,96.167,98.376,102.712,100.000,100.639,95.418,95.350,92.472,90.018,90.941,92.188,86.844
 "21500","Erie, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8131107,8214270,8441647,8922287,9614128,10098553,10696736,11393449,10746722,11056035,11724750,11686952,12000810,11574637,11835015,11624603,11440206,11791733,12218579,11784140
 "21660","Eugene-Springfield, OR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11077561,11306514,11519439,12021422,12658932,13056742,13283202,13193494,12323312,12473651,12515465,12596400,12630734,12750248,13355244,13720469,14182451,14578638,14544223,13941445
 "21660","Eugene-Springfield, OR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.942,89.760,91.450,95.435,100.496,103.655,105.452,104.740,97.832,99.026,99.357,100.000,100.273,101.221,106.024,108.924,112.591,115.737,115.463,110.678
 "21660","Eugene-Springfield, OR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8942879,9300295,9618738,10304921,11108156,11723258,12205110,12291866,11806724,12039219,12209960,12596400,12966437,13384370,14336539,14971098,15713976,16492411,16825091,16578944
 "21780","Evansville, IN-KY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14865249,15648821,16285200,17298371,16844164,15965793,15708599,16281706,15652765,16079195,16244624,15839984,15125504,14918836,15013635,15307892,16273518,17009644,17780270,17276538
 "21780","Evansville, IN-KY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.846,98.793,102.811,109.207,106.340,100.794,99.171,102.789,98.818,101.510,102.555,100.000,95.489,94.185,94.783,96.641,102.737,107.384,112.249,109.069
 "21780","Evansville, IN-KY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10746380,11474194,12154580,13428996,13760197,13630461,13837351,14713527,14384865,15041895,15840577,15839984,15311295,15413948,15775452,16207821,17617013,19067718,19875895,18946090
 "21820","Fairbanks, AK (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5788835,5061451,5128002,5169642,5658437,5900488,5970134,6411824,6284814,6340190,5901259,5589177,5488326,5417983,5374581,5378926,5355362,5291435,5254634,5092503
 "21820","Fairbanks, AK (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.572,90.558,91.749,92.494,101.239,105.570,106.816,114.719,112.446,113.437,105.584,100.000,98.196,96.937,96.161,96.238,95.817,94.673,94.014,91.114
 "21820","Fairbanks, AK (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3920694,3497250,3671999,3849351,4460213,4934580,5225805,5771250,5722917,6017774,5795260,5589177,5555670,5588548,5635076,5683600,5821677,5928508,6027951,5950242
 "22020","Fargo, ND-MN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7707944,8206668,8627701,8984979,9318376,9801679,10149899,10393088,10123552,10500662,11087625,12074584,11961409,12793790,13172526,13044828,13263688,13470686,13737612,13439787
 "22020","Fargo, ND-MN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",63.836,67.966,71.453,74.412,77.173,81.176,84.060,86.074,83.842,86.965,91.826,100.000,99.063,105.956,109.093,108.035,109.848,111.562,113.773,111.306
 "22020","Fargo, ND-MN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6032063,6536472,7009418,7507196,7980860,8631676,9244145,9623874,9613455,10055391,10802251,12074584,12235423,13334927,14021947,14093554,14519186,15056390,15731888,15729686
 "22140","Farmington, NM (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6555741,6574221,6461484,6633141,6659002,6809463,7008311,6938010,6998041,6542419,6494345,6469449,6349916,6550369,6648034,6095406,5934303,5582397,5687349,5448032
 "22140","Farmington, NM (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.334,101.619,99.877,102.530,102.930,105.256,108.329,107.243,108.171,101.128,100.385,100.000,98.152,101.251,102.760,94.218,91.728,86.289,87.911,84.212
 "22140","Farmington, NM (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4195166,4048324,4546254,5048952,5786075,6166204,6611563,7304339,6350249,6377935,6623156,6469449,6492355,6792939,6216057,5602354,5723745,5593231,5699778,5327081
 "22180","Fayetteville, NC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14605661,15314421,15752731,16643713,17685886,18019298,17805705,18485218,19069711,19592302,19705392,19199871,19133514,19129848,19351446,19341968,18595367,18779231,19233600,18968545
 "22180","Fayetteville, NC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.072,79.763,82.046,86.687,92.115,93.851,92.739,96.278,99.322,102.044,102.633,100.000,99.654,99.635,100.789,100.740,96.852,97.809,100.176,98.795
 "22180","Fayetteville, NC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11034506,11930742,12612265,13657707,14947035,15751878,16090720,17084808,18133395,18875245,19328763,19199871,19489122,19877751,20622318,20880027,20383699,21089837,22112809,22304899
 "22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13373827,14453167,15352959,16774533,17953898,18331437,17968479,17525628,16755116,17703662,18051686,18729703,19933985,20811681,21858349,22300144,23515542,24299845,24897911,25223582
 "22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.404,77.167,81.971,89.561,95.858,97.874,95.936,93.571,89.457,94.522,96.380,100.000,106.430,111.116,116.704,119.063,125.552,129.740,132.933,134.672
 "22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10352865,11389653,12272731,13864142,15242265,16062145,16280417,16243321,16112604,17082234,17589923,18729703,20332947,21493861,23054808,23790769,25327255,26580208,27827471,28674482
